Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIP_SCORE_Score
000000236426.jpg,"A tennis player in a white outfit is captured mid-air, swinging his racket to hit a yellow ball on a green court with a purple border.",0.0259,0.1818,0.4358,0.3372
000000214703.jpg,"Two young surfers paddle on their boards in choppy, grayish-blue water, wearing black wetsuits and facing away from the camera.",0.0575,0.2667,0.4055,0.2966
000000217957.jpg,"This image showcases an ornate clock mounted on the side of a tall, gray stone building. The clock features a white face with Roman numerals and a gold sunburst design at its center. It's surrounded by intricate gold and blue decorations, including cherubs, angels, and a shield. The clock is set within a large, curved archway that's adorned with gold and blue patterns. The building appears to be quite old and grand, with a small window visible at the top. The scene is captured on a bright, sunny day, with tree leaves visible in the background, adding a touch of nature to the urban setting.",0.0,0.3158,0.3394,0.3337
000000150649.jpg,"The image depicts a group of five young men skateboarding in a colorful, graffiti-covered skate park on a cloudy day.",0.0263,0.2286,0.4416,0.3784
000000268375.jpg,"A group of five elephants, including a baby, are standing on a concrete platform in a zoo enclosure, surrounded by trees and a wire fence.",0.042,0.1071,0.4031,0.3523
000000070739.jpg,"Two women are seated at a table, smiling and holding champagne glasses, with a black wrought iron gate visible in the background.",0.037,0.2143,0.4403,0.321
000000078843.jpg,"A young man and woman are embracing, with the man wearing a green hat and large black earring, and the woman sporting pink glasses and a pink shirt.",0.0038,0.2941,0.2206,0.3298
000000213033.jpg,"A man in a red jacket and khaki pants stands on a brick walkway by a body of water, holding a black umbrella and giving a thumbs-up. Behind him, colorful houses and boats are visible, with mountains and trees in the distance under a cloudy sky.",0.0,0.4324,0.3669,0.3254
000000375430.jpg,"A stack of golden-brown pancakes sits invitingly on a white plate with a yellow rim, set on a woven placemat atop a wooden table. In the background, a vase of vibrant orange flowers adds a pop of color, while two wooden chairs and a red curtain frame the cozy dining scene.",0.0,0.1212,0.4237,0.3142
000000577864.jpg,"Three young men are playing soccer on a dirt field, with one kicking a red ball while the others watch.",0.1482,0.2041,0.5668,0.2549
000000474854.jpg,"A young man with short, light-colored hair is sitting at a table, smiling at the camera while holding a partially peeled banana in his left hand. He's wearing a short-sleeved t-shirt with a design on the front and a bracelet on his right wrist. The background shows a window with trees visible outside, and the image is in black and white.",0.0,0.1923,0.3867,0.3445
000000260106.jpg,"A jockey in a white uniform and black helmet is riding a brown horse with a white stripe down its face, clearing a colorful obstacle in a grassy field.",0.0094,0.093,0.2869,0.2128
000000161820.jpg,"The image shows a large bunch of unripe green bananas with brown spots, lying on a reddish-brown brick surface.",0.165,0.1765,0.5823,0.3269
000000479126.jpg,"Two young women are sitting in a backyard, one smoking a cigarette and the other holding a phone, with a laptop between them and apartment buildings visible in the background.",0.0025,0.2222,0.3841,0.3582
000000550714.jpg,"A young girl with short brown hair and green eyes is smiling while eating a banana outdoors, with a house and trees visible in the background.",0.0087,0.0465,0.3796,0.3318
000000223182.jpg,"A man is sitting on a green bench, wiping his forehead with a blue and white towel. He is wearing a white t-shirt, blue shorts, white socks, and blue shoes. A red headband is wrapped around his head. In front of him, there is a tennis racket and two bottles of water. To his right, there is a person standing wearing a blue shirt and red shorts. In the background, there is a man sitting in a chair wearing a white hat and brown jacket.",0.0,0.2295,0.3683,0.3152
000000409268.jpg,"A white teddy bear with a pink polka dot hat lies partially buried in sandy dirt, its fur covered in sand and surrounded by small rocks and pebbles.",0.0069,0.1224,0.535,0.397
000000005001.jpg,"A group of people, including children and adults, are gathered on a sidewalk in front of a building with a sign that reads ""Johnny's."" The central focus is on a bald man wearing glasses and a red and black plaid shirt, who is holding scissors and cutting a red ribbon. He is surrounded by a diverse crowd, including a little girl in a pink shirt and helmet, a little boy in a white shirt and helmet, and a woman in a black suit. The scene appears to be a ribbon-cutting ceremony, possibly for a new business or event, with a blue balloon visible in the background.",0.0,0.2222,0.285,0.3188
000000132796.jpg,"The image depicts three people riding elephants in a forested area, with two elephants visible. The elephants are equipped with small chairs for passengers. The riders are dressed casually, with one man wearing a blue shirt and shorts, another man in a blue shirt and sunglasses, and a woman in an orange shirt and shorts. The scene appears to be a tourist attraction or safari experience in a natural setting.",0.0,0.1818,0.3141,0.3979
000000446703.jpg,"A small brown teddy bear is lying on its back inside a wooden frame, with its legs sticking up and its head resting on the floor.",0.1402,0.25,0.5215,0.3682
000000530052.jpg,"A vibrant display of colorful carrots, including orange, purple, and yellow varieties, is arranged on a wooden table at a market stall, with a sign indicating they are priced at 1.80 euros per pound.",0.0,0.2051,0.1887,0.3479
000000564133.jpg,"A group of six elephants, including two adults and four juveniles, walk through a dry, grassy field with bare trees in the background.",0.0059,0.2778,0.4288,0.3379
000000073533.jpg,"Two young boys, likely brothers, are sitting on a porch, both wearing yellow shirts and blue jeans, engrossed in their cell phones.",0.1062,0.1667,0.5403,0.3909
000000290768.jpg,"The image depicts a cozy kitchen with a black and white checkered floor, a white stove with a black top, and a wooden countertop. The countertop holds a black kettle, two white coffee mugs, a knife block, and a dish rack. A window with a white frame and a white radiator are visible in the background, allowing natural light to illuminate the space.",0.0,0.0541,0.2787,0.3164
000000319369.jpg,"The image depicts a lively beach scene with colorful umbrellas, people enjoying the sun, and a police officer standing nearby.",0.0205,0.2286,0.1681,0.2632
000000511760.jpg,"A man and a young girl stand in a grassy field, watching a colorful kite soar high in the cloudy sky.",0.0394,0.2,0.418,0.2563
000000192904.jpg,"A cozy breakfast scene featuring a wooden tray with a croissant, two coffee cups, and a silver pitcher, all set on a bed with white sheets.",0.0206,0.1905,0.5932,0.3643
000000500565.jpg,"A mother and her young child are sharing a joyful moment in the bathroom, with the child excitedly brushing their teeth while the mother smiles warmly at them.",0.0109,0.2,0.3758,0.293
000000177065.jpg,"A group of children and a man are playing tennis on a blue court, with the man holding a racket and the children eagerly waiting for their turn to serve.",0.0163,0.1818,0.4434,0.2791
000000542776.jpg,"A small bird perches on an open book held by a person's hand, with their legs visible in the background.",0.1607,0.2319,0.4646,0.3872
000000109976.jpg,"The image depicts a modern kitchen with white cabinets, a white stove with black burners, and a white microwave mounted above it. The countertops are made of brown and white marble, and there's a coffee maker on the left side of the stove. The kitchen has a clean, minimalist design with white walls and a light brown tiled floor.",0.0,0.3846,0.3911,0.3135
000000506178.jpg,"A blurry photograph captures a man in a black t-shirt and blue jeans, holding a microphone and appearing to sing or speak in a room with white walls and a poster.",0.0003,0.24,0.5667,0.3628
000000107554.jpg,"A surfboard is propped up against a green wheelbarrow in a grassy backyard, with a house and clothesline visible in the background.",0.1591,0.0645,0.3077,0.3308
000000209530.jpg,"A group of friends are gathered around a table in a cozy pizza restaurant, enjoying a meal together.",0.1226,0.3448,0.4307,0.3149
000000500716.jpg,"A close-up selfie of a man with long, light-colored hair and a scruffy beard, wearing a pair of silver glasses with a unique design featuring a circular frame and a small hole.",0.0005,0.1538,0.1678,0.292
000000270297.jpg,"A yellow train with a black roof and two windows is traveling on a curved track in a rural area, surrounded by trees and a white building in the background.",0.0009,0.2326,0.3841,0.2595
000000176701.jpg,"The image depicts a street corner with a green pole bearing two green street signs that read ""East Street,"" a blue sign with a white RV icon, and a blue sign with a white arrow pointing straight ahead. The background features a mix of bare and leafy trees, power lines, and a telephone pole, with a clear blue sky and a few clouds visible.",0.0,0.0952,0.2616,0.3167
000000110042.jpg,"The image depicts a quirky outdoor game setup featuring a whiteboard sign with ""Ball on the Bog"" written on it, indicating a game where players toss balls into a large, light brown plastic toilet bowl. The sign also lists prize amounts for different numbers of successful tosses. The scene is set on a grassy area with a white tent in the background, adorned with green and yellow banners. Two people are seated under the tent, and a person's arm is visible on the left side of the image. The overall atmosphere suggests a casual, possibly community event or fair.",0.0,0.1408,0.2317,0.3655
000000047010.jpg,"Three giraffes walk along a dirt path in a zoo enclosure, with a small pond and a deer visible in the foreground, surrounded by lush greenery and trees.",0.0062,0.1633,0.553,0.3555
000000125405.jpg,"Two dogs are running towards the camera on a dirt path with sparse grass, one brown with white paws and the other brown and white, both appearing happy and energetic.",0.0014,0.093,0.3647,0.3667
000000248400.jpg,"A man in a blue tracksuit with red and white stripes is sitting on a kitchen counter, holding open a pizza box with a message that reads, ""I went to a wishing well, sank to the ocean floor."" The pizza inside is cut into six slices. The kitchen has white cabinets, a window with blinds, and a cactus plant in the background.",0.0,0.2632,0.3194,0.3364
000000360960.jpg,"A person dressed in black walks away from the camera, holding a vibrant, multi-colored umbrella in a bustling city square.",0.0503,0.2581,0.3583,0.387
000000033109.jpg,"A large blue semi-truck with a white trailer is driving down a wet, two-lane road in a residential area, with houses and trees lining both sides.",0.0116,0.2439,0.4551,0.3328
000000104619.jpg,"A baby giraffe stands in a zoo enclosure, surrounded by dirt, rocks, and a large wooden log, with a metal fence visible in the background.",0.0113,0.1143,0.3509,0.3633
000000402096.jpg,A whimsical street sign with a face-like design stands on a yellow pole in front of a white building with red doors.,0.1023,0.2273,0.6336,0.3589
000000172330.jpg,"A gray and white cat with a blue collar stands on a grassy strip between a black car and a silver car, gazing to the left.",0.0225,0.1667,0.372,0.354
000000022589.jpg,"A sheep with a white face and brown body stands behind a wire fence, gazing directly at the camera in a lush green field surrounded by trees.",0.009,0.1013,0.3758,0.3582
000000476514.jpg,"A bride and groom stand together in a lush green field, with the bride in a strapless white gown and holding a white parasol, while the groom wears a black suit with a red tie.",0.0002,0.2759,0.3842,0.3259
000000149622.jpg,"Two small birds, possibly sparrows or finches, are perched on a tree branch surrounded by green leaves and small berries.",0.0813,0.1944,0.4076,0.2773
000000286507.jpg,"A long freight train with a red and black engine pulls a series of cars through a snowy landscape, with bare trees and telephone poles visible in the background.",0.0033,0.2264,0.2906,0.344
000000309391.jpg,"A bustling city street scene with a mix of vehicles, pedestrians, and traffic signs, showcasing the complexity and energy of urban transportation.",0.0167,0.2927,0.3964,0.2852
000000462904.jpg,"A black horse stands on a dirt ground in front of a wooden deck with tables and chairs, where people are dining. A blue Nestle jug is visible on the deck, and a building with a glass roof can be seen in the background.",0.0,0.1509,0.5881,0.3398
000000153529.jpg,"A woman stands in a bustling train station, surrounded by her luggage, with other travelers visible in the background.",0.1137,0.2857,0.4264,0.3472
000000181542.jpg,"A woman in a long, flowing dress walks across a busy city street, surrounded by motorcycles and cars, with Chanel storefronts visible in the background.",0.0121,0.1818,0.4598,0.3135
000000150417.jpg,"In a cozy kitchen, an elderly woman with short, curly brown hair and glasses sits at a granite countertop, wearing a red robe over a blue shirt. She gazes down at a birthday cake adorned with white frosting, a crumbly brown base, and colorful candles. Beside her, a person with short blonde hair in a blue shirt is partially visible, holding a knife near the cake. The countertop is cluttered with various items, including a pink cup, a stuffed bunny, and a clear bowl. In the background, a white refrigerator covered in magnets and papers stands next to brown cabinets and a sink. The warm, intimate atmosphere suggests a special celebration for the elderly woman.",0.0,0.25,0.2637,0.4087
000000469246.jpg,"A silver train with a red building beside it, where a woman in a black coat walks away carrying a red suitcase.",0.0241,0.1667,0.1942,0.3096
000000216419.jpg,"The image depicts a large, ornate clock mounted on a tall, greenish-blue pole in front of Lenox Hill Hospital. The clock face is white with black Roman numerals and hands, and the hospital's name is displayed in gold letters above it. The scene is set in an urban environment, with tall brick buildings visible in the background, including one with fire escapes. The sky is clear and blue, and a street sign can be seen in the distance.",0.0,0.4865,0.2381,0.2827
000000283318.jpg,"The image depicts a bustling city street scene with a prominent brick building on the left side, featuring a red awning and a partially visible sign that reads ""An Open Book."" The building has a neon ""Open"" sign in its window and displays an American flag and a rainbow flag. The street is lined with parked cars, including a red car and a black car, and has a yellow fire hydrant on the sidewalk. A one-way street sign is visible, indicating the direction of traffic. The sky is blue with some clouds, and there are trees lining the street, some of which are bare, suggesting it might be fall or winter. The scene captures the essence of a lively urban environment.",0.0,0.3721,0.2775,0.3613
000000089697.jpg,"A black and white photograph captures a young couple sitting on a bench in a park, with the man gently holding the woman's hand as they gaze into each other's eyes.",0.0026,0.1765,0.5814,0.3496
000000267351.jpg,"The image depicts a tall, white clock tower with yellow trim, featuring a red dome and a cross at the top. The tower has two visible clock faces, both showing the time as 11:45. The clock faces are white with black Roman numerals and hands. The tower is set against a clear, bright blue sky, creating a striking contrast.",0.0,0.3902,0.3367,0.3284
000000357567.jpg,"A cozy bathroom with a striped shower curtain, white toilet, and matching rug, featuring a small trash can and a glimpse of a sink and mirror.",0.031,0.1882,0.5506,0.3274
000000180188.jpg,"The image depicts a freight train car with a green ""Freightliner"" sign, parked on tracks in an industrial setting.",0.1242,0.2667,0.4686,0.2915
000000482275.jpg,"A joyful couple is sharing their first slice of a white wedding cake on their wedding day, surrounded by an outdoor setting with trees and a clear sky.",0.0033,0.125,0.3776,0.3042
000000542423.jpg,"A solitary figure sits on a bench in a park, gazing out at a cityscape under a bright, sunny sky.",0.1323,0.0645,0.4646,0.3291
000000517523.jpg,"A large blue and white airplane is captured mid-flight, with its landing gear extended, soaring above a mountainous landscape and a control tower.",0.0225,0.0488,0.3322,0.2939
000000482735.jpg,"A surfer in a black wetsuit rides a white surfboard down a crashing wave, with the sun shining on the water and creating a dynamic scene.",0.0048,0.2083,0.32,0.29
000000484760.jpg,"The image depicts a grand red brick church with two tall spires, a large statue of a robed woman holding a glowing orb, and a clock tower, all set against a blue sky with scattered clouds.",0.0003,0.0816,0.3111,0.311
000000329456.jpg,"A group of five people is walking along a paved road, with a woman in the foreground holding a sandwich and wearing sunglasses.",0.0409,0.1364,0.41,0.3484
000000119365.jpg,"In a classroom setting, two young girls are seated at a small table, engaged in a collaborative activity. One girl, with blonde hair, is operating a laptop while the other, with dark hair, holds a cell phone. They appear to be working together on a project, possibly related to vocabulary building, as evidenced by a poster on the wall behind them. The scene captures a moment of focused learning and teamwork between the two girls.",0.0,0.2258,0.2244,0.3306
000000018837.jpg,"A green Isuzu dump truck with a red and white striped bumper is parked on a city street, with two men sitting on the back and one man standing next to the open door.",0.0116,0.2778,0.5051,0.3223
000000243034.jpg,"A tall, illuminated clock tower stands prominently in a bustling city square at night, surrounded by palm trees and modern buildings, with a large sign reading ""GREAT"" visible in the background.",0.0028,0.2,0.4265,0.3843
000000476491.jpg,"A narrow alleyway in an Asian city, featuring a pedestrian walkway with Japanese characters, flanked by tall buildings and a streetlight, with a clear blue sky visible above.",0.0026,0.1778,0.3776,0.3145
000000010092.jpg,"The image depicts a cozy bedroom with a large bed, a wooden table, and a candle, set against a yellow wall with a window and curtains.",0.005,0.2609,0.2,0.2268
000000215259.jpg,"Two women are playing Wii in a cozy living room, fully immersed in the game with their controllers in hand.",0.1022,0.1509,0.5204,0.3418
000000061960.jpg,"A person is lying on a bed, wearing a black shirt, black shorts, black stockings, and black high heels.",0.2505,0.2667,0.3114,0.324
000000361103.jpg,"The image depicts a bustling city street scene with a prominent Carphone Warehouse storefront, a red traffic light, and pedestrians walking along the sidewalk.",0.2401,0.1538,0.3493,0.3289
000000269196.jpg,"A group of five sheep stands behind a wire fence in a snowy field, their wooly coats contrasting with the white landscape.",0.1992,0.1463,0.5558,0.3618
000000240250.jpg,"A young Asian woman with shoulder-length black hair and glasses is smiling at the camera while seated at a dark brown table in an outdoor restaurant. She's wearing a black tank top and holding a fork in her right hand. In front of her are two large white plates, each containing a pizza with different toppings - one with cheese and green peppers, and the other with cheese and ham. There's also a smaller plate with some food remnants and a glass of water on the table. The background shows other diners and a blue railing, suggesting a lively nighttime dining atmosphere.",0.0,0.0541,0.3459,0.353
000000460147.jpg,"The image depicts a bustling city street in Japan, with heavy traffic and a mix of vehicles, including a prominent white car and a truck carrying two cars. The street is lined with buildings, including a yellow one with Japanese writing and a red brick structure. The scene is set on a sunny day with a blue sky and scattered clouds, capturing the vibrant urban atmosphere.",0.0,0.1277,0.2874,0.3506
000000235252.jpg,"Three giraffes stand in a dry, arid landscape, their long necks reaching towards the sky as they survey their surroundings.",0.0331,0.2632,0.5569,0.3538
000000161128.jpg,"A street sign prohibiting the use of profanity is prominently displayed on a pole, with a bus and cars visible in the background.",0.0259,0.1429,0.5202,0.3274
000000181816.jpg,"A bronze statue of a man in a futuristic suit sits on a wooden bench in a city park, with a black car and storefronts visible in the background.",0.0021,0.2286,0.3993,0.3135
000000515445.jpg,"A serene beach scene at sunset, with silhouetted figures enjoying the water and sand, as the sky transitions from golden hues to dark clouds.",0.0073,0.1579,0.3289,0.3108
000000013729.jpg,"Four people are playing Wii in a living room, with two men and two women holding Wii remotes.",0.565,0.2791,0.4893,0.3809
000000234660.jpg,"The image depicts two sleek, white bullet trains parked side by side on parallel tracks in a modern train station. The trains have a streamlined, aerodynamic design with pointed noses and large windshields. One train is clearly labeled ""West Japan"" on its side. The station features a glass wall with a metal railing, and the tracks are set on a concrete platform. The scene is bathed in sunlight, casting shadows of the trains and station structures.",0.0,0.2069,0.4746,0.3584
000000128372.jpg,"A Metro Local bus is parked at a bus stop, with passengers waiting to board. The bus features an advertisement for the movie ""Lincoln"" on its side.",0.0046,0.0667,0.2698,0.3389
000000062353.jpg,"The image depicts a zoo enclosure with three giraffes and a baby deer, surrounded by a metal fence and trees. Visitors can be seen observing the animals from a viewing platform.",0.0018,0.1739,0.1592,0.375
000000504580.jpg,"Two giraffes stand in a grassy field, their long necks and distinctive brown and white patterns visible against a cloudy sky.",0.0426,0.3429,0.3891,0.3311
000000250766.jpg,"A beautifully presented plate of grilled chicken breast with a colorful salad, accompanied by a fork and knife, on a white tablecloth.",0.0381,0.1429,0.3524,0.3364
000000380203.jpg,"A majestic white horse with a speckled coat and flowing blonde mane stands in a lush, green forest, its head lowered as it grazes on the forest floor.",0.002,0.2857,0.4901,0.3843
000000311303.jpg,"A person is seated at a restaurant table, enjoying a grilled cheese sandwich, a side salad, and a Pepsi.",0.0253,0.2174,0.2675,0.3977
000000574520.jpg,"A surfer in a yellow wetsuit is riding a wave, with water splashing around him as he balances on his board.",0.0662,0.3182,0.3647,0.3401
000000474452.jpg,"The image depicts a bustling parking lot with numerous cars, dominated by a prominent red ""No Parking Anytime"" sign with a white border and black text. The sign is mounted on a red metal pole with holes. The parking lot features yellow and white lines marking the spaces, and there's a sidewalk with a green railing leading to a beige building with a green roof. The building has a blue and yellow awning, and there's a blue and yellow sign visible. The scene is set against a backdrop of a blue sky with white clouds, green trees, and streetlights.",0.0,0.2264,0.2381,0.3621
000000357238.jpg,"A person is parasailing over a beach, with the ocean and sky visible in the background.",0.0853,0.1846,0.54,0.3052
000000419096.jpg,"A vibrant red BNSF freight train with the number 2024 prominently displayed on its front and sides is captured in motion, traveling along a set of tracks. The train's sleek design and bold color make it stand out against the backdrop of a clear blue sky dotted with a few white clouds. In the background, a bridge spans across the scene, adding depth and context to the image. The overall composition showcases the power and majesty of modern rail transportation.",0.0,0.1364,0.313,0.3147
000000225670.jpg,"A black dog is captured mid-air, leaping towards a red and blue frisbee in an outdoor stadium setting.",0.2271,0.1379,0.53,0.3799
000000311295.jpg,"A serene African savanna scene featuring a herd of zebras grazing on dry grass, with a solitary giraffe standing tall in the background, surrounded by scattered trees and bushes under a clear blue sky.",0.0003,0.3333,0.447,0.344
000000456303.jpg,"A snowboarder performs an impressive aerial trick, captured mid-flip against a dark night sky, with spectators watching from the sidelines.",0.0075,0.1333,0.2869,0.3325
000000412286.jpg,"A man is playing tennis on a gray court, wearing a white shirt, black shorts, and white shoes. He's holding a racket and about to hit a green tennis ball.",0.0044,0.1463,0.4438,0.3362
000000213255.jpg,"A street vendor is preparing hot dogs on a bustling city street at night, surrounded by cars and illuminated buildings.",0.0757,0.125,0.3126,0.3809
000000433515.jpg,"A vibrant kite soars high above a grassy field, its colorful tail trailing behind as people gather to watch it fly against a backdrop of trees and buildings.",0.0054,0.2424,0.2574,0.363
000000084650.jpg,"A calico cat with white markings lounges atop a black suitcase, surrounded by other luggage on a blue carpeted floor.",0.048,0.2778,0.4043,0.3669
000000119641.jpg,"A group of elephants is crossing a river, each carrying two to four riders, with lush green hills and a clear blue sky in the background.",0.0122,0.1667,0.3207,0.3914
000000222863.jpg,"A dark brown cow with curved horns stands in a grassy field, wearing a rope around its neck and looking directly at the camera.",0.0667,0.1875,0.3875,0.3672
000000269866.jpg,"A sleek, modern microwave oven sits on a speckled countertop, its digital display glowing with the time 10:19. The appliance features a black glass door and a silver control panel with various buttons and settings. Below the microwave, a small drawer with a silver handle is visible, likely for storing utensils or accessories. The kitchen setting is evident from the white wall and light brown cabinets in the background, creating a clean and organized atmosphere.",0.0,0.2,0.3827,0.3772
000000183391.jpg,"A tennis player in a red Adidas shirt and black shorts is captured mid-swing on a blue and green court, with a crowd of spectators in the background.",0.0032,0.1277,0.2362,0.3188
000000531135.jpg,"A vibrant baseball game is in progress, with players actively engaged on the field. The pitcher is mid-throw, the batter is poised to swing, and the catcher is ready to receive the ball. The scene is set against a backdrop of a clear blue sky with scattered clouds, and the outfield is adorned with advertisements for brands like Geico, Budweiser, and Home Depot. The stands are filled with enthusiastic spectators, creating an energetic atmosphere. The lush green grass and brown dirt of the field contrast beautifully with the players' uniforms, making for a dynamic and colorful image.",0.0,0.1667,0.2486,0.3315
000000537991.jpg,"A woman is sitting on a white couch, holding two flip phones and wearing a headset. She is dressed in a blue sweater and gray skirt, with a Christmas tree visible in the background.",0.0073,0.1224,0.4746,0.3831
000000228436.jpg,"A silver bicycle is parked on a wet sidewalk beside a canal in a European city, with boats and buildings lining the waterway.",0.0356,0.2424,0.4695,0.3604
000000478474.jpg,"A large white semi-truck with red accents and the name ""Ryan"" on its cab is driving down a two-lane road, towing two large orange cylindrical tanks. The road is bordered by a grassy area and trees, with a speed limit sign indicating 70 mph.",0.0,0.1622,0.5136,0.3379
000000164883.jpg,"A man is playing a Wii game, leaning in to look at the screen where he's creating a character with a ""Quit"" button visible.",0.0384,0.2162,0.3016,0.3657
000000540502.jpg,"This image showcases a cozy kitchen with a white refrigerator, wooden floor, and a mix of white and green cabinets. A central island with a wooden countertop and a bowl of fruit adds to the inviting atmosphere.",0.0,0.2857,0.3776,0.3459
000000385190.jpg,"The image depicts a vibrant urban street scene featuring a large mural of a man with a cigarette on a building wall, surrounded by cityscape elements and a green container with a window.",0.0004,0.2941,0.374,0.3132
000000475572.jpg,"The image depicts a cozy indoor scene featuring a black shelf against a beige wall. On the shelf, there's a small potted plant with long, thin green leaves, a white teddy bear wearing a silver party hat with colorful tassels, and an oval-shaped gold-framed black and white photograph of a man and woman in formal attire. The teddy bear has a red tag with white letters ""TY"" and a green gift box with the word ""June"" on its chest. Above the shelf, two framed pictures are partially visible, one with a red frame and the other with a brown frame.",0.0,0.1379,0.265,0.3396
000000185292.jpg,"A lone surfer rides a small wave on a calm ocean, with a blurred pier and bridge in the background, creating a serene coastal scene.",0.0049,0.3256,0.3835,0.3413
000000313588.jpg,"A woman stands on a cobblestone street, holding a pink umbrella with white polka dots, dressed in a black plaid jacket, blue jeans, and white sneakers. She has a gray purse over her shoulder and is smiling at the camera. The street is wet from recent rain, with a white van and a silver car parked nearby. In the background, there's a large stone building with a gray roof and two flagpoles, and a tree is visible in the upper left corner.",0.0,0.2353,0.3803,0.2732
000000319534.jpg,"A man with dark skin and black hair stands on a crowded bus, wearing a white t-shirt with a green logo and a brown skirt-like garment. He holds onto the bus door with his left hand while looking directly at the camera. The bus is white with green stripes and features a yellow design on the side. Other passengers are visible inside the bus, and a building can be seen in the background.",0.0,0.1667,0.3451,0.344
000000027972.jpg,"A surfer in a red wetsuit rides a white surfboard with green stripes through turquoise waves, captured in a dynamic action shot.",0.1609,0.2581,0.3041,0.3408
000000343466.jpg,"The image depicts a small, cluttered kitchen with a white stove, brown cabinets, and a window with blinds.",0.2338,0.303,0.3384,0.2976
000000543047.jpg,"The image depicts a modern, open-concept living room and kitchen area with a mix of light and dark wood furniture, colorful cushions, and a glass coffee table. The space features a marble floor, white walls, and various pieces of artwork, creating a stylish and inviting atmosphere.",0.0,0.16,0.3455,0.2605
000000506004.jpg,"A stunning view of London at dusk, featuring the iconic London Eye on the left, Big Ben on the right, and the illuminated city skyline across the Thames River.",0.0039,0.3333,0.3921,0.311
000000253695.jpg,"A baseball player in a white uniform with red accents is captured mid-air, reaching for a ball with his left hand while wearing a black glove on his right hand.",0.0057,0.0851,0.418,0.3462
000000411953.jpg,"A man with long, wavy hair is performing on stage, singing into a microphone while playing a guitar. He's wearing a white button-down shirt with rolled-up sleeves and a black tie. The stage is illuminated by red lights, creating a dramatic atmosphere. In the background, another man with short hair is visible, possibly playing a drum set.",0.0,0.3182,0.4074,0.3201
000000475779.jpg,"A majestic gray elephant with prominent white tusks stands in a lush, green forest, surrounded by tall grasses and trees, its trunk hanging down as it gazes to the right.",0.0003,0.3077,0.3351,0.3347
000000137576.jpg,"The image depicts a group of cows in a barn, with some eating hay and others standing near a red tractor.",0.0954,0.087,0.5011,0.3601
000000167159.jpg,"The image depicts a vintage baby doll lying on a colorful quilted bedspread, dressed in a blue and white checkered outfit with a pink bonnet. The doll has a porcelain-like face with rosy cheeks and a small smile. A yellow book titled ""Goodie Two Shoes"" by Oliver Goldsmith is placed on the doll's lap. The bed is adorned with a white pillow and a yellow pillowcase, creating a nostalgic and cozy atmosphere.",0.0,0.2439,0.4701,0.4055
000000484404.jpg,"The image depicts the interior of a bus, showcasing rows of black seats and gray poles with yellow buttons. Through the windows, a white bus with a red stripe and a yellow bus are visible, parked on a gray road with yellow lines. The sky appears white, and the overall scene is well-lit, suggesting it's daytime.",0.0,0.2083,0.2397,0.3162
000000432553.jpg,"The image depicts a scene inside a bus, featuring two dogs on leashes, a bicycle, and a person sitting on a bench.",0.0917,0.3429,0.4731,0.3303
000000433134.jpg,"A curious black and white cat with striking green eyes stands on a lush green lawn, its head tilted upward as it gazes intently at something above. The cat's distinctive markings include a white stripe down its face, a black patch around its left eye, and a black tail. It wears a blue collar with a white tag, adding a pop of color to its appearance. The cat's posture and expression convey a sense of wonder and alertness, as if it has spotted something intriguing in the sky. The scene captures a moment of feline curiosity and natural beauty, with the cat's sleek fur contrasting beautifully against the vibrant green grass.",0.0,0.093,0.2781,0.3379
000000025181.jpg,"A black and white photograph of a train station platform, featuring a sign that reads ""La Spezia Centrale"" and a train on the right side of the image.",0.0313,0.2105,0.4309,0.4338
000000190923.jpg,"A bustling city street scene with pedestrians, traffic lights, and buildings in the background.",0.0764,0.2162,0.1639,0.2671
000000523782.jpg,"A vibrant red cardinal perches on the black side mirror of a silver Chevrolet 1500 pickup truck, with a green 4x4 truck parked behind it on a gray asphalt road.",0.0075,0.1951,0.5391,0.2952
000000322610.jpg,"A bustling city street scene in black and white, featuring a woman sitting on a bench with an umbrella, surrounded by pedestrians and storefronts with Asian characters.",0.0011,0.1509,0.3444,0.3582
000000556193.jpg,"Two men are playing Wii together in a cozy living room, with one wearing a black shirt and jeans and the other in a blue shirt and black pants.",0.0017,0.1765,0.5569,0.3513
000000050896.jpg,"A clear glass bowl with a brown rim is filled with 12 small, shiny oranges, arranged in a pyramid-like structure, sitting on a silver, sparkly tablecloth.",0.0081,0.1071,0.4406,0.3816
000000084674.jpg,"A family of three, consisting of a mother with red hair in pigtails, a young boy with red hair, and a toddler with blonde hair, are gathered in a cozy living room. The mother is holding the toddler, who is eating a sandwich, while the boy stands nearby holding a book. The room features a fireplace, a mantle with a picture, and a clock on the wall, creating a warm and inviting atmosphere.",0.0,0.1304,0.2807,0.3413
000000045229.jpg,"The image depicts a cozy kitchen with a large window overlooking a hallway, featuring a wooden cabinet, countertop, and various kitchen items.",0.0281,0.2623,0.3306,0.2974
000000144784.jpg,"A silver and red blender sits on a gray stone table, with a hand pressing a green button on its front. The blender contains a yellowish-green liquid, likely lemonade, and is positioned against a textured white wall.",0.0001,0.3556,0.4642,0.3372
000000273198.jpg,"A man in blue work clothes and gloves is operating a fire hydrant on a brick sidewalk, releasing a powerful stream of muddy brown water into the street.",0.0188,0.1132,0.4747,0.366
